perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3.6_months_late,Count_6.12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,renewal
0.496,14248,132520,0,0,0,96.64,23,C,Urban,7500,1
0.998,16431,150100,0,0,0,99.44,11,C,Urban,11700,1
0.047,33222,233670,0,0,0,99.79,11,A,Urban,13800,1
0.9,17161,222130,0,0,0,99.59,8,C,Urban,22200,1
0.101,15709,145140,1,0,0,98.95,11,A,Urban,9600,1
0.098,11688,381070,1,0,1,99.27,14,B,Urban,26400,1
0.869,9865,84140,0,0,0,98.87,8,A,Urban,3300,1
0.007,25193,310380,0,0,0,99.21,16,B,Rural,18000,1
0,17169,300050,0,0,0,99.38,7,C,Rural,3300,1
0.089,29577,132130,0,0,0,99.75,13,B,Urban,7500,1
0.01,15700,360110,0,0,0,99.43,10,B,Urban,11700,1
0.025,20813,145120,0,0,0,98.54,18,A,Rural,1200,1
0.086,21543,198070,0,0,0,99.04,16,D,Rural,1200,1
0.316,18262,161180,0,0,0,99.08,12,A,Urban,13800,1
0.021,29212,315130,2,0,0,99.87,44,A,Rural,24300,1
0.052,24104,360100,0,0,0,99.59,13,A,Urban,3300,1
0.489,9870,175050,0,0,0,99.15,11,C,Urban,11700,1
0.248,19719,303120,0,0,0,99.28,8,A,Urban,7500,1
0.019,20816,396140,0,0,0,99.09,17,C,Rural,32700,1
0.688,20817,180130,0,0,0,99.33,12,B,Urban,7500,1
0.091,16800,137240,0,0,0,98.42,19,A,Rural,9600,1
0.044,24469,285060,1,0,0,99.54,9,A,Urban,20100,1
1,11687,70550,0,0,0,99.85,2,A,Urban,3300,0
0.217,18993,95920,0,0,0,98.77,15,B,Rural,3300,1
0.364,24834,684140,0,0,0,99.14,23,B,Rural,47400,1
0.14,13512,105060,0,0,0,98.02,5,B,Rural,9600,1
0.018,18626,54050,0,0,0,99.88,4,B,Urban,5400,1
0.176,21548,90810,0,0,0,99.81,8,A,Urban,5700,1
0.48,16797,240130,0,0,0,98.34,25,C,Urban,13800,1
0.016,14615,93880,0,0,0,97.58,12,A,Urban,7500,1
0.043,22638,750140,0,0,0,99,28,A,Urban,3300,1
0.121,22642,281320,0,0,0,99.46,7,A,Urban,15900,1
0.011,27747,210080,0,0,0,99.44,19,B,Urban,13800,1
0.015,23740,93040,0,0,0,99.89,14,A,Rural,3300,1
0.012,13516,93120,0,0,0,98.92,10,B,Rural,3300,1
1,15701,127290,1,0,1,99.66,4,D,Urban,7500,0
0.016,24829,181410,0,0,0,99.4,10,A,Urban,9600,1
0,22638,198640,0,0,0,99.51,7,A,Urban,13800,1
0.06,24102,150030,0,0,0,99.5,5,A,Rural,5400,1
0.015,20818,240100,0,0,0,99.65,6,A,Urban,13800,1
0.089,23010,62630,0,0,0,99.4,4,A,Rural,3300,1
0.62,16430,125050,3,0,0,98.61,15,B,Rural,7500,1
0,17892,186870,0,0,0,99.26,7,B,Rural,7500,1
0.015,23739,812640,0,0,0,NA,3,C,Rural,39000,1
0.703,21910,215060,0,0,0,99.08,11,B,Urban,3300,1
0,19717,193320,0,0,0,99.43,5,A,Rural,7500,1
0.066,19719,52640,1,0,0,98.84,12,A,Urban,5700,1
0.311,10226,42530,0,0,0,99.89,3,A,Rural,3300,1
0.365,14973,330060,2,0,0,99.15,10,D,Urban,15900,1
0.213,12782,155120,0,0,0,98.71,13,B,Urban,9600,1
0.071,11324,174080,0,0,0,99.43,8,A,Rural,13800,1
0.569,12783,83010,2,0,0,99,8,C,Urban,5400,1
0.303,17894,138140,0,0,0,98.6,10,C,Rural,5400,1
0.658,22637,124860,0,0,0,98.71,17,A,Rural,7500,1
0.559,17891,272370,0,0,0,98.78,20,D,Urban,1200,1
0.72,27021,270050,0,0,1,99.47,5,C,Rural,30600,1
0.058,26285,112610,0,0,0,99.84,17,A,Rural,5400,1
0.236,19359,288450,0,0,0,99.26,10,B,Rural,24300,1
0,21908,352460,0,0,0,99.46,15,A,Urban,1200,1
0.043,31768,84180,0,0,0,99.56,4,A,Urban,1200,1
0.288,17162,249030,3,0,0,98.64,15,A,Urban,11700,1
0.007,23372,327630,0,0,0,99.46,13,A,Urban,15900,1
0.01,17894,375080,0,0,0,99.46,11,B,Urban,20100,1
0.058,21541,149700,0,0,0,98.65,5,A,Urban,11700,1
0.839,15339,3000140,0,0,0,99.5,18,C,Rural,60000,1
0.817,21182,180110,0,1,0,98.92,12,B,Urban,11700,1
0.22,12425,600050,1,0,0,99.35,11,A,Rural,15900,1
1,10596,142570,0,0,0,99.71,4,A,Urban,13800,1
0.716,17167,183130,0,0,0,98.29,18,D,Urban,9600,1
0.689,14612,231870,3,0,0,99.83,7,B,Rural,9600,1
0.76,10597,224250,0,0,0,99.34,14,C,Rural,11700,1
0.011,19354,150100,0,0,0,97.45,9,A,Rural,11700,1
0.238,18624,75150,0,0,0,98.13,12,C,Rural,5700,1
0.003,18261,97630,0,0,0,98.73,15,A,Rural,3300,1
0.015,18621,97600,0,0,0,99.87,8,A,Urban,3300,1
0.259,30309,66040,0,0,0,99.42,14,A,Rural,5700,1
0.674,23007,175070,0,0,0,98.73,15,A,Urban,1200,1
0.831,19350,140040,0,0,0,97.97,17,B,Urban,7500,1
0.117,12057,45140,0,0,0,99.05,10,A,Rural,1200,1
0,20086,219100,0,0,0,99.31,8,A,Urban,13800,1
0.023,23370,306910,0,0,0,99.22,15,A,Urban,13800,1
1,10591,105780,2,1,1,99.08,4,D,Rural,11700,1
0.017,23008,75130,0,0,0,99.89,5,A,Urban,3300,1
1,21546,275060,2,1,1,98.38,8,A,Urban,11700,0
0.037,17170,400110,0,0,0,99.41,10,C,Rural,32700,1
0.13,17164,438730,0,0,0,98.94,15,C,Urban,30600,1
0.151,21914,90030,1,0,0,99.67,6,A,Urban,5400,1
1,10959,33080,0,0,0,NA,2,A,Rural,1200,1
0.007,23001,339280,0,0,0,99.69,10,A,Urban,15900,1
1,22278,168120,4,1,0,99.12,11,A,Urban,5400,0
0.357,14614,435140,0,0,0,98.56,11,C,Urban,3300,1
0.503,20086,75100,0,0,0,96.91,11,A,Urban,5700,1
0.113,19720,339100,0,0,0,98.87,7,D,Rural,34800,1
0.896,18624,174090,1,0,0,99.01,13,A,Urban,13800,1
0.66,24097,135100,0,0,0,98.44,8,A,Rural,5400,1
0.12,18259,195130,0,0,0,99.68,14,A,Rural,13800,1
0,29579,142170,0,0,0,NA,7,A,Urban,11700,1
0.059,8766,76860,0,0,0,NA,4,A,Urban,3300,1
0.107,22642,120050,4,1,0,99.4,10,A,Rural,5700,1
0.288,20449,162610,0,0,0,98.19,18,B,Rural,7500,1
0.138,17895,218270,0,0,0,98.91,13,A,Rural,3300,1
0.838,11327,92190,0,0,0,98.37,10,D,Urban,5400,1
0.508,24834,108270,0,0,0,99.87,5,A,Rural,3300,1
0.004,14610,185110,0,0,0,98.95,16,C,Urban,24300,1
0.329,18265,105680,0,0,0,98.79,11,A,Urban,7500,1
0.888,17892,241530,0,0,0,99.27,26,A,Urban,15900,1
0.007,15702,172580,0,0,0,98.69,7,C,Rural,7500,1
0.192,16796,126040,1,0,0,98.49,11,C,Urban,1200,1
0.105,24835,300100,0,0,0,99.72,6,B,Urban,15900,1
0.235,10962,182610,0,0,0,98.43,16,A,Urban,1200,1
0.074,18989,860010,0,0,0,99.5,17,D,Urban,43200,1
0.414,22278,315060,0,0,0,99.59,16,A,Urban,3300,1
0.569,14244,107790,0,0,0,99.26,7,A,Urban,7500,1
0.024,27381,76310,0,0,0,99.87,5,A,Urban,3300,1
0,24101,150140,0,0,0,99.66,5,B,Urban,9600,1
0.932,10962,99130,0,0,0,99.6,7,A,Urban,5400,1
0.095,17896,158100,0,0,0,99.67,10,A,Rural,3300,1
0.148,23000,128430,0,0,0,98.88,8,A,Rural,3300,1
0.671,17893,187560,0,0,0,98.92,9,D,Rural,3300,1
0.505,16435,232310,0,0,0,99.57,8,E,Rural,7500,1
0.037,17161,101850,0,0,0,98.71,8,A,Rural,5400,1
0.897,13885,291140,1,0,0,98.75,5,D,Rural,3300,1
0.03,27388,151380,0,0,0,99.59,7,A,Urban,7500,1
0.06,24461,441130,0,0,0,98.94,10,A,Urban,13800,1
0.005,21540,295080,0,0,0,99.6,11,B,Urban,1200,1
0.88,14612,56490,0,1,0,99.77,3,A,Rural,5700,1
0.025,16438,317530,0,0,0,98.99,16,B,Urban,24300,1
0.091,19719,305190,0,0,0,98.48,17,C,Urban,18000,1
0.071,12782,107640,0,0,0,99.77,7,A,Urban,3300,1
0.842,16069,405150,4,1,1,99,12,C,Urban,3300,0
1,28117,64400,0,0,0,99.62,4,A,Urban,3300,1
0.367,20816,158590,5,0,0,97.16,51,B,Urban,7500,1
0.538,23004,230690,0,0,0,99.43,9,A,Rural,9600,1
0.109,18625,145640,0,0,0,99.36,12,A,Rural,13800,1
0.007,24460,425060,0,0,0,99.55,12,A,Urban,18000,1
0.236,12058,165050,2,0,0,99.18,9,C,Urban,20100,1
0.012,13145,138140,1,0,0,97.75,12,B,Rural,3300,1
0.011,18989,71200,1,0,0,98.46,12,A,Urban,5400,1
0,17530,125080,0,0,0,98.57,15,B,Rural,7500,1
0.629,18262,168540,0,1,0,99.47,6,A,Rural,7500,1
0.057,21175,152900,0,0,0,99.51,8,A,Rural,1200,1
1,11327,225100,0,1,0,NA,2,A,Urban,11700,1
1,23373,109120,0,0,0,98.81,7,A,Urban,11700,1
0,12050,145610,0,0,0,98.22,5,A,Rural,7500,1
0,21542,525030,0,0,0,99.11,10,C,Urban,34800,1
0.245,16796,315110,0,1,0,98.79,18,A,Urban,22200,1
0.856,12782,352540,0,0,0,99.48,12,B,Rural,3300,1
0.01,22275,205990,0,0,0,99.44,8,D,Rural,5400,1
0.89,17163,300140,0,0,0,99.69,6,A,Urban,9600,1
0.138,21911,50800,0,0,0,98.46,9,A,Rural,5700,1
0.302,20812,108060,0,0,0,99.47,10,A,Urban,5700,1
0.412,13520,375090,0,0,0,99.28,13,D,Urban,26400,1
1,15340,112570,0,0,0,99.62,5,C,Urban,5400,1
0.367,20445,142350,0,0,0,97.49,22,B,Urban,7500,1
0.001,14980,246120,0,0,0,NA,6,C,Urban,13800,1
0.021,29938,120030,0,0,0,99.88,14,A,Urban,7500,1
0.537,12424,84080,1,0,0,98.7,7,A,Rural,3300,1
0.628,19724,120930,0,0,0,99.52,8,B,Rural,1200,0
0.013,25558,126130,0,0,0,99.27,19,A,Urban,9600,1
0.498,26286,153300,3,0,1,99.1,16,A,Rural,3300,1
0,13145,110810,0,0,0,99.48,6,C,Urban,7500,1
0.019,20449,324120,0,0,0,97.33,10,A,Rural,26400,0
0.015,21914,215230,0,0,0,99.2,11,A,Urban,9600,1
0.102,24828,93090,0,0,0,99.27,11,A,Urban,3300,1
0.791,27385,176450,0,0,0,98.91,9,A,Urban,7500,1
0.105,12420,141130,2,0,0,99.52,10,A,Urban,7500,1
0.033,27745,86150,0,0,0,99.88,7,A,Urban,3300,1
0.762,15702,90080,0,0,0,98.13,7,A,Urban,5400,1
0.908,11323,750120,1,0,0,99.41,10,A,Urban,39000,1
0.021,27383,64020,0,0,0,98.41,13,A,Rural,1200,1
0.117,14247,242590,1,0,0,99.05,11,C,Rural,5400,1
0.879,20810,259620,0,0,0,98.9,12,A,Urban,18000,1
0.01,25925,315080,0,0,0,NA,4,A,Rural,28500,1
0.282,28847,315060,1,0,0,99.2,18,B,Urban,1200,1
0.014,15701,165100,0,0,0,99.08,9,A,Urban,7500,1
0.735,13880,159140,0,0,0,99.36,9,C,Urban,7500,1
0.843,7672,27010,2,2,1,NA,9,A,Rural,1200,1
1,25192,199320,0,0,0,99.54,6,A,Rural,7500,1
0.615,19715,190850,0,0,0,98.47,14,D,Urban,3300,1
0.668,23007,172050,0,0,0,99.4,9,A,Rural,5400,1
0.022,19718,138110,0,0,0,99.31,11,A,Urban,9600,1
0,19360,266430,0,0,0,99.17,17,B,Urban,15900,1
0.027,14606,180090,0,0,0,97.86,15,A,Rural,5400,1
0.025,29577,159810,0,0,0,99.88,10,A,Rural,5400,1
0.542,18257,126120,0,0,0,98.36,10,B,Urban,7500,1
0.015,12051,525130,3,1,0,99.25,11,A,Urban,3300,1
0.03,21546,145070,0,0,0,99.13,11,A,Urban,11700,1
0.417,15342,315050,0,0,0,98.85,17,C,Urban,18000,1
0.001,19723,315150,1,0,0,99.31,21,A,Rural,3300,1
0.099,22274,274850,0,0,0,98.8,12,B,Urban,18000,1
0.41,25190,45070,0,0,0,98.56,4,A,Rural,5400,1
0.157,21177,375090,0,0,0,99.3,7,B,Urban,26400,1
0.003,19355,156220,0,0,0,99.42,4,A,Rural,3300,1
0.32,12059,70040,0,0,0,99.72,5,A,Urban,1200,1
0.973,15345,130840,2,0,3,99.38,9,C,Urban,11700,0
1,17168,396060,0,0,0,98.83,9,B,Rural,13800,1
1,16800,60050,1,0,0,NA,3,A,Urban,5400,1
0.957,17532,255120,0,0,0,98.64,9,D,Urban,15900,1
0.917,22273,290010,0,0,0,98.17,14,A,Urban,13800,1
0.006,33956,300110,0,0,0,99.56,15,A,Urban,13800,1
0,28484,78330,0,0,0,98.8,7,A,Rural,7500,1
0.117,23373,50090,0,0,0,99.63,8,A,Rural,5700,1
0.085,25190,290170,0,0,0,99.35,14,A,Rural,1200,1
0.373,19352,48140,0,3,0,NA,8,A,Urban,3300,0
0.008,13519,237610,0,0,0,99.8,6,A,Rural,13800,1
0.768,11686,171110,2,3,0,98.85,10,C,Rural,18000,0
0.005,16072,245020,0,0,0,99.2,8,D,Rural,1200,1
0.257,21179,54390,0,0,0,98.36,6,A,Rural,1200,1
0.037,18993,250130,0,0,0,99.89,4,A,Rural,3300,1
0,12789,246370,0,0,0,99.13,9,B,Urban,18000,1
0.032,21906,225140,0,0,0,99.35,12,A,Rural,18000,1
0.233,13881,205370,0,0,0,99.15,11,C,Urban,7500,1
0.373,21911,210710,2,0,0,99.14,23,D,Urban,26400,0
0.223,16433,90090,0,0,0,99.61,4,D,Rural,5400,1
0.21,14606,125080,0,0,0,99.29,6,A,Urban,7500,1
0.04,26290,300060,0,0,0,99.68,7,A,Urban,20100,1
0.043,15704,210540,0,0,0,99.06,9,C,Urban,11700,1
0.011,21915,170970,0,0,0,98.56,19,A,Urban,11700,0
0.138,24460,300060,0,0,0,98.98,9,B,Urban,26400,1
0.63,22639,507110,0,0,0,98.62,11,B,Urban,55800,1
0.168,17525,195070,0,0,0,99.09,13,D,Urban,13800,1
0.415,16432,178570,2,1,0,99.36,8,B,Rural,13800,0
0.032,17900,171050,0,0,0,99.05,7,B,Urban,9600,1
0.363,27751,149970,0,0,0,99.65,6,A,Urban,5400,1
0.04,8035,150120,0,0,0,NA,7,A,Urban,3300,1
0,9138,90060,0,0,0,99.87,4,A,Rural,7500,1
0.894,13880,159040,0,0,0,99.17,9,C,Urban,1200,1
1,20815,47310,9,0,0,97.56,9,B,Rural,5700,0
0.012,29209,145630,0,0,0,99.89,9,A,Urban,7500,1
0.527,16068,144800,0,0,0,98.89,13,A,Urban,7500,1
0.068,21182,500930,0,0,0,99.21,15,B,Rural,28500,1
0.08,23366,219120,0,0,0,98.87,22,B,Rural,18000,1
0,16801,457580,0,0,0,99.63,12,B,Urban,24300,1
0.848,17528,302790,2,1,0,99.01,10,A,Urban,13800,1
0.057,21178,270060,0,0,0,99.35,12,D,Urban,11700,1
0.439,20087,184870,0,0,0,99.5,5,A,Urban,9600,1
0.055,16435,500080,0,0,0,99.5,9,D,Rural,41100,1
0,27745,204150,0,0,0,98.75,11,A,Urban,13800,1
0.985,13148,237540,1,0,0,99.33,10,A,Urban,3300,1
0.017,30665,178240,0,0,0,99.87,22,A,Rural,7500,1
0.14,20817,511070,0,0,0,99.83,6,D,Urban,30600,1
0.592,22637,876100,1,0,0,99.82,10,B,Urban,57900,1
0,23007,153130,0,0,0,99.31,8,A,Urban,9600,1
0.548,17535,175060,0,0,0,98.5,10,C,Rural,13800,1
0.032,12050,158530,1,3,0,98.94,14,B,Rural,5700,1
0.04,23003,227530,0,0,0,99.89,4,A,Urban,9600,1
0.457,20816,60140,0,0,0,95.23,10,D,Urban,3300,1
0.385,16437,175140,0,0,0,97.52,11,A,Urban,5400,1
0.094,21907,140020,0,0,0,99.16,19,A,Urban,13800,1
0,22642,186050,1,0,0,97.55,13,A,Urban,18000,1
0.01,18265,204340,0,0,0,99.29,19,B,Rural,9600,1
1,8404,60030,1,0,0,99.89,3,A,Rural,3300,1
0.554,8036,27980,0,0,0,99.84,4,A,Urban,1200,1
0.063,24835,95470,0,0,0,99.4,12,A,Rural,7500,1
0.015,17535,120220,0,0,0,96.73,10,E,Urban,5400,1
0,18264,475090,1,0,0,99.37,9,B,Urban,18000,1
0.348,19715,230140,0,0,0,99.03,12,A,Urban,9600,1
0.23,13517,167210,0,0,0,98.2,13,C,Urban,13800,1
1,14614,822560,0,0,0,99.65,7,D,Rural,39000,1
0.229,17897,450140,0,0,0,99.89,4,C,Urban,18000,1
1,13146,272690,0,0,0,99.7,6,A,Urban,24300,1
0,16803,137570,0,0,0,98.97,5,C,Urban,7500,1
0.125,21549,180060,0,0,0,98.19,9,C,Urban,1200,1
0.001,23004,300080,0,0,0,99.57,14,A,Rural,11700,1
0.057,20085,108030,0,0,0,99.86,9,A,Urban,9600,1
0.004,22271,216180,0,0,0,NA,7,B,Urban,18000,1
0.498,17160,208600,0,0,0,99.28,17,A,Urban,9600,1
0.735,19720,351140,0,0,0,99.07,7,A,Rural,9600,1
0.457,16072,210140,1,0,0,99.02,17,B,Urban,9600,1
0.054,16805,130120,0,0,0,99.16,8,A,Urban,5400,1
0.015,10597,60130,0,0,0,97.94,6,A,Rural,3300,1
0.07,17897,385090,0,0,0,99.38,10,C,Rural,13800,1
0.201,15710,369040,0,0,0,98.91,12,A,Rural,3300,1
1,13520,162570,1,0,0,99.71,3,A,Urban,11700,1
0.242,19355,305150,0,0,0,99.06,15,D,Urban,13800,0
0.26,22276,420140,0,0,0,99.29,8,A,Urban,18000,1
0.553,17168,250110,0,0,0,98.24,10,C,Urban,13800,1
0.069,23370,720150,0,0,0,99.36,20,B,Urban,36900,1
0.032,10964,117720,0,0,0,99.07,7,A,Rural,11700,1
0.061,14973,80660,0,0,0,96.74,16,C,Urban,1200,1
0.511,16438,315080,1,0,0,99.01,14,A,Urban,22200,1
0.118,27388,114950,0,0,0,99.03,8,A,Urban,7500,1
0.207,13513,156100,0,0,0,99.22,13,A,Urban,5400,1
0.027,20820,336250,0,0,0,98.89,8,C,Urban,13800,1
0.127,15338,270110,0,0,0,98.88,7,D,Urban,11700,1
0.44,13514,75150,0,0,0,99.77,4,C,Urban,3300,1
0.924,18255,482400,5,3,0,99.51,17,C,Urban,13800,0
0.849,15710,340040,0,0,0,99.26,17,A,Rural,28500,1
0.041,21914,150110,0,0,0,99.42,13,A,Urban,7500,1
0.015,14974,196340,0,0,0,98.47,21,B,Urban,5400,1
0.22,26292,60180,0,0,0,97.95,17,A,Rural,3300,1
0.057,23733,195730,0,0,0,98.38,13,A,Rural,7500,1
0.02,12785,100110,1,0,0,98.93,18,A,Rural,5400,1
0.544,22274,127590,1,0,0,99.06,23,A,Rural,5400,1
0.002,18630,300120,0,0,0,99.51,12,C,Urban,11700,1
1,17531,149580,2,1,1,98.94,5,D,Rural,18000,1
0.632,23736,150060,3,0,0,99.02,19,A,Urban,7500,1
0.071,13879,175580,0,0,0,99.89,4,D,Urban,13800,1
0,19354,275070,0,0,0,99.37,11,C,Rural,20100,1
0.116,22641,234410,1,0,0,99.29,8,A,Rural,13800,1
0.222,22279,144140,0,0,0,99.39,9,A,Urban,13800,1
0.145,23367,215010,0,0,0,99.4,9,A,Urban,22200,1
0.02,21542,240070,0,0,0,99.32,7,C,Rural,11700,1
0.004,23738,198030,0,0,0,99.71,11,A,Urban,15900,1
0.935,21182,433020,1,0,0,97.04,19,C,Urban,1200,1
0.347,21905,168100,0,0,0,98.28,16,A,Urban,13800,1
0.036,9861,82600,0,0,0,99.25,9,A,Urban,1200,1
0.45,12056,150070,0,0,0,99.67,7,A,Rural,1200,1
0.98,9870,150110,3,0,1,98.61,12,A,Urban,20100,1
0.071,11692,187650,0,0,0,99.73,10,B,Urban,9600,1
0.084,16437,249050,0,0,0,99.06,12,C,Rural,24300,1
0.103,12059,100040,0,0,0,99.32,7,A,Rural,5400,1
0.305,17532,240050,0,0,0,99.34,7,D,Rural,9600,1
0.838,22636,239520,4,3,0,99.12,10,A,Rural,11700,0
0.273,21910,89070,0,0,0,98.7,6,B,Urban,7500,1
0.376,22639,7500070,0,0,0,99.85,17,A,Rural,60000,0
0.071,20090,180100,0,0,0,99.58,7,C,Urban,13800,1
0.087,18985,344670,0,0,0,99.76,5,C,Urban,20100,1
0.057,27025,100570,0,0,0,98.83,15,A,Rural,7500,1
0.41,10955,60240,0,0,0,99.49,5,A,Rural,5400,1
0,29208,97640,0,0,0,99.55,9,A,Rural,1200,1
0.205,14972,42080,0,0,0,98.04,5,C,Urban,5700,1
0.144,22270,244670,3,0,0,99.07,24,A,Rural,28500,1
0.334,24825,240070,0,0,0,99.33,9,B,Rural,26400,1
0.066,14975,750130,0,0,0,99.38,11,D,Urban,60000,1
0.019,15704,1451250,0,0,0,98.59,13,E,Rural,60000,1
0.062,27016,118540,0,0,0,97.4,16,A,Rural,3300,1
0.064,20448,234070,0,0,0,99.29,11,B,Urban,18000,1
0.044,23734,490810,0,0,0,99.52,25,A,Rural,20100,1
0.056,17163,240040,0,0,0,98.4,14,C,Urban,18000,1
0.045,21914,113820,0,0,0,99.77,4,A,Rural,5400,1
0.029,18991,281260,0,0,0,99.88,6,A,Urban,13800,1
0.176,17160,1050130,0,0,0,99.73,13,B,Rural,60000,1
1,12780,155130,0,0,0,99.84,3,A,Urban,13800,1
0.175,27020,96110,0,0,0,99.66,7,A,Rural,7500,1
0.002,19721,303560,0,0,0,99.29,16,C,Urban,13800,1
1,21905,568220,0,1,0,99.81,5,A,Urban,18000,1
0.208,14613,222620,0,0,0,99.11,12,A,Rural,9600,1
0.546,8401,24720,0,0,0,98.39,5,A,Urban,1200,1
0,14248,120090,0,0,0,98.07,12,D,Urban,5400,1
0.546,21910,39990,1,0,0,98.14,10,B,Urban,3300,1
0.035,31031,115060,0,0,0,99.37,8,A,Urban,9600,1
1,15343,288450,3,0,0,99.69,7,C,Rural,11700,1
0,17898,150120,0,0,0,99.68,5,C,Urban,13800,1
1,20455,42040,0,0,0,95.56,11,A,Urban,1200,1
0.1,16069,270030,0,0,0,99.52,11,C,Rural,3300,1
0.539,9865,155110,1,0,0,99.61,8,A,Rural,5400,1
0.467,11322,60150,1,0,0,99.5,5,A,Urban,5400,1
0.086,14609,198930,0,0,0,98.06,13,A,Urban,9600,1
0.942,11685,225080,1,1,0,98.8,12,D,Rural,13800,1
0.457,27025,110930,0,0,0,98.65,16,B,Rural,5400,1
0.212,21543,272580,0,0,0,99.58,7,A,Urban,18000,1
0.658,13876,91410,1,1,0,99.7,4,A,Rural,3300,1
0,18257,87130,0,0,0,NA,3,C,Rural,7500,1
0.036,12059,525140,0,0,0,99.47,14,C,Rural,22200,1
0.734,17531,326600,0,0,0,98.52,30,C,Urban,13800,1
0.608,26653,201110,0,0,1,99.17,10,A,Urban,13800,1
0.222,21547,225110,0,0,0,98.13,15,A,Urban,18000,1
0.276,18620,451980,0,0,0,99.22,16,B,Urban,30600,1
0.095,17167,138120,1,0,0,99.54,12,B,Rural,7500,1
0.189,16438,190950,1,1,0,99.77,14,C,Urban,13800,0
0.11,23372,72040,0,0,0,99.77,4,B,Urban,7500,1
0.404,14249,570150,0,0,0,98.93,17,C,Urban,53700,1
0.015,12055,220110,0,0,0,98.99,17,A,Rural,9600,1
0.152,14250,540080,0,0,0,98.67,22,B,Urban,30600,1
0.037,13519,465640,3,0,0,98.77,12,A,Urban,34800,1
0.449,23373,307910,0,0,0,99.41,18,C,Urban,11700,1
0.96,9501,115610,2,0,0,99.43,7,A,Urban,7500,0
0.071,27383,315030,0,0,0,99.76,12,A,Urban,20100,1
0.141,16067,750050,0,0,0,99.47,15,C,Urban,34800,1
0.007,14611,177050,0,0,0,98.85,11,D,Rural,7500,1
1,12417,154050,0,0,0,99.31,3,A,Urban,7500,1
0,28847,38150,0,0,0,NA,6,B,Urban,5700,1
0.047,18986,70030,1,0,0,98.63,11,A,Urban,7500,0
0.151,16431,187420,0,0,0,98.39,6,C,Rural,15900,1
0.03,18990,110180,0,0,0,99.12,11,A,Rural,3300,1
0.605,21915,221900,0,0,0,98.69,13,A,Rural,18000,1
0,16795,165150,0,0,0,98.43,6,A,Urban,11700,1
0.248,13516,69720,0,0,0,99.19,5,A,Urban,7500,1
0,29572,150100,3,1,1,99.63,14,A,Urban,9600,1
0.028,21914,234050,0,0,0,99.85,7,A,Rural,3300,1
0.033,25925,403120,0,0,0,99.32,12,B,Urban,3300,1
0,18264,180070,0,0,0,99.57,14,C,Urban,13800,1
0.385,14606,252050,0,0,0,98.96,10,A,Urban,18000,1
0.48,29208,222780,0,0,0,98.3,9,B,Rural,22200,1
0.338,26657,330080,0,0,0,99.19,19,A,Urban,3300,1
0.341,22641,555120,0,0,0,99.52,16,A,Urban,20100,1
0.067,20085,246350,0,0,0,99.41,7,A,Rural,13800,1
0.575,24101,111370,1,0,0,99.58,12,A,Urban,7500,1
0.009,14244,210030,0,0,0,98.73,5,B,Urban,9600,1
0.028,30306,69560,0,0,0,99.51,15,A,Rural,7500,1
0.092,27749,63330,0,0,0,99.14,5,A,Rural,5400,1
0.398,11688,88640,0,0,0,98.74,10,D,Urban,7500,1
0.638,16436,167320,0,0,0,99.49,8,A,Rural,9600,1
0,18990,180060,0,0,0,99.53,9,D,Rural,9600,1
0.642,27390,149160,0,0,0,98.48,14,A,Urban,9600,1
0.196,23738,243140,0,0,0,98.69,11,A,Urban,9600,1
0.09,27750,114320,0,0,0,99.13,7,A,Rural,9600,1
1,11687,93150,0,0,0,99.87,3,A,Rural,7500,0
0.55,14608,163570,0,0,0,99.77,7,D,Urban,9600,1
0.814,14971,71150,0,0,0,98.41,6,C,Urban,7500,1
0.096,18620,262600,1,0,0,98.93,14,A,Urban,13800,1
0.189,18987,65310,0,0,0,98.19,14,C,Rural,3300,1
0.089,17163,150130,0,0,0,99.51,6,B,Urban,7500,1
0.048,12054,123750,0,0,0,99.4,9,D,Rural,5400,1
0.335,18255,146870,0,0,0,98.58,13,C,Rural,13800,1
0,13513,150150,0,0,0,98.6,8,A,Urban,3300,1
0.321,28484,67590,0,0,0,99.32,12,A,Rural,1200,1
0.034,19350,330140,0,0,0,98.6,10,D,Urban,26400,1
0.028,19716,250090,0,0,0,99.59,19,B,Rural,18000,1
0.139,17899,65020,0,0,0,97.71,16,C,Urban,3300,1
0.224,18257,132540,0,0,0,97.92,14,C,Urban,7500,1
0.794,13879,218370,0,0,0,98.84,9,D,Urban,9600,1
0,13519,300060,0,0,1,99.29,11,B,Urban,24300,1
0.048,14249,195150,0,0,0,99.35,11,D,Urban,24300,1
0.326,23010,154190,0,0,0,99.23,7,A,Urban,7500,1
0,25196,144120,0,0,0,99.28,6,A,Urban,7500,1
0.026,22645,245540,0,0,0,99.71,5,A,Urban,18000,1
0.946,24095,234050,5,0,0,98.29,22,C,Rural,9600,0
0.109,12424,79250,0,0,0,99.53,9,D,Urban,1200,1
0.54,15710,82540,0,0,0,98.56,16,A,Urban,3300,1
0.026,22639,129070,0,0,0,99.44,10,A,Rural,3300,1
0.95,10228,52830,0,0,0,99.01,12,A,Urban,5700,1
0,29570,250120,0,0,0,NA,5,A,Urban,11700,1
0.085,19715,402060,0,0,0,99.35,11,C,Urban,9600,1
